                               Data                     Mult                      Log                      Pow                     Mean
                        -182.408000              -547.224000                      NaN             33272.678464              -117.107500
                         141.630000               424.890000                 1.829072             20059.056900               -89.870000
                         150.063000               450.189000                 1.850429             22518.903969               -34.644700
                         -54.584000              -163.752000                      NaN              2979.413056               -44.070500
                          61.115000               183.345000                 1.518715              3735.043225               -49.175600
                         296.901000               890.703000                 2.102398             88150.203801               -20.487300
                          -5.797000               -17.391000                      NaN                33.605209                51.450700
                         167.186000               501.558000                 1.890329             27951.158596                12.393400
                         107.703000               323.109000                 1.727951             11599.936209                72.253000
                         337.144000              1011.432000                 2.149336            113666.076736                68.180900
                         167.806000               503.418000                 1.891696             28158.853636               120.136100
                        -316.514000              -949.542000                      NaN            100181.112196               122.753700
                         -57.919000              -173.757000                      NaN              3354.610561                76.096000
                           6.573000                19.719000                 0.695323                43.204329                75.762500
                        -360.970000             -1082.910000                      NaN            130299.340900                70.308300
                         317.634000               952.902000                 2.127324            100891.357956                 4.521200
                        -399.399000             -1198.197000                      NaN            159519.561201                36.864300
                          23.758000                71.274000                 1.169816               564.442564               -19.794200
                        -138.222000              -414.666000                      NaN             19105.321284               -28.188700
                        -250.720000              -752.160000                      NaN             62860.518400               -75.725300
                           6.986000                20.958000                 0.717826                48.804196              -117.577900
                         301.870000               905.610000                 2.108527             91125.496900               -85.227900
                        -205.503000              -616.509000                      NaN             42231.483009               -49.249000
                          96.363000               289.089000                 1.686868              9285.827769               -70.456600
                          46.191000               138.573000                 1.415330              2133.608481               -24.723300
                         290.964000               872.892000                 2.094939             84660.049296               -51.867600
                         370.595000              1111.785000                 2.184269            137340.654025                17.168700
                         123.712000               371.136000                 1.779124             15304.658944                51.852400
                         175.740000               527.220000                 1.908755             30884.547600                78.045800
                         439.185000              1317.555000                 2.246975            192883.464225               120.691800
                        -227.864000              -683.592000                      NaN             51922.002496               163.911700
                         493.332000              1479.996000                 2.289907            243376.462224               110.938300
                          80.815000               242.445000                 1.621891              6531.064225               180.821800
                         422.199000              1266.597000                 2.232409            178251.995601               179.267000
                         -61.252000              -183.756000                      NaN              3751.807504               216.867800
                        -358.070000             -1074.210000                      NaN            128214.124900               181.646200
                         219.100000               657.300000                 1.990188             48004.810000               108.779700
                         432.950000              1298.850000                 2.241695            187445.702500               118.318500
                         309.116000               927.348000                 2.117286             95552.701456               144.039500
                        -173.197000              -519.591000                      NaN             29997.200809               131.032600
                         270.095000               810.285000                 2.067456             72951.309025               136.499300
                         -23.078000               -69.234000                      NaN               532.594084               114.175600
                          10.289000                30.867000                 0.860795               105.863521               103.786300
                        -287.824000              -863.472000                      NaN             82842.654976                62.595300
                         483.494000              1450.482000                 2.282468            233766.448036                39.938100
                         149.319000               447.957000                 1.848594             22296.163761               124.094500
                        -470.191000             -1410.573000                      NaN            221079.576481               117.116400
                        -415.904000             -1247.712000                      NaN            172976.137216                26.802300
                        -326.923000              -980.769000                      NaN            106878.647929               -45.699700
                        -108.412000              -325.236000                      NaN             11753.161744               -61.072300
                        -166.624000              -499.872000                      NaN             27763.557376               -98.923000
                         180.063000               540.189000                 1.917729             32422.683969              -113.277600
                        -306.542000              -919.626000                      NaN             93967.997764               -96.300200
                         127.872000               383.616000                 1.791337             16351.248384               -98.172000
                        -223.574000              -670.722000                      NaN             49985.333476              -133.734200
                         239.649000               718.947000                 2.023292             57431.643201              -171.023500
                         -81.164000              -243.492000                      NaN              6587.594896              -100.039500
                        -352.979000             -1058.937000                      NaN            124594.174441               -66.565500
                        -136.639000              -409.917000                      NaN             18670.216321               -69.171100
                        -405.424000             -1216.272000                      NaN            164368.619776               -71.993800
                        -413.794000             -1241.382000                      NaN            171225.474436               -95.873800
                         135.497000               406.491000                 1.812725             18359.437009              -155.259500
                        -412.092000             -1236.276000                      NaN            169819.816464              -111.055600
                         167.021000               501.063000                 1.889965             27896.014441              -165.052000
                          57.696000               173.088000                 1.497457              3328.828416              -125.992500
                          26.655000                79.965000                 1.212303               710.489025              -144.187800
                         308.952000               926.856000                 2.117090             95451.338304              -133.405900
                        -223.204000              -669.612000                      NaN             49820.025616               -67.212800
                         -40.394000              -121.182000                      NaN              1631.675236               -75.869300
                         118.068000               354.204000                 1.761880             13940.052624               -39.366300
                         103.599000               310.797000                 1.713605             10732.752801                13.819900
                        -270.300000              -810.900000                      NaN             73062.090000                10.630100
                        -405.010000             -1215.030000                      NaN            164033.100100                24.809300
                        -386.112000             -1158.336000                      NaN            149082.476544               -32.393800
                         -58.124000              -174.372000                      NaN              3378.399376               -76.774600
                        -421.516000             -1264.548000                      NaN            177675.738256               -85.252500
                         263.207000               789.621000                 2.057916             69277.924849              -158.299300
                         -28.315000               -84.945000                      NaN               801.739225              -109.658200
                        -337.420000             -1012.260000                      NaN            113852.256400              -108.450300
                         436.285000              1308.855000                 2.244528            190344.601225              -153.999100
                         363.273000              1089.819000                 2.176900            131967.272529              -120.730500
                          -4.044000               -12.132000                      NaN                16.353936               -57.373200
                         116.348000               349.044000                 1.756461             13536.857104               -17.276600
                        -443.269000             -1329.807000                      NaN            196487.406361                32.969400
                        -376.172000             -1128.516000                      NaN            141505.373584                -5.545100
                         392.774000              1178.322000                 2.205733            154271.415076                -1.010700
                         296.380000               889.140000                 2.101749             87841.104400                11.946000
                          42.664000               127.992000                 1.385999              1820.216896                44.415500
                        -460.205000             -1380.615000                      NaN            211788.642025                82.423900
                        -340.259000             -1020.777000                      NaN            115776.187081                -7.225100
                         137.240000               411.720000                 1.817445             18834.817600               -77.578300
                        -373.999000             -1121.997000                      NaN            139875.252001               -63.449900
                         295.238000               885.714000                 2.100324             87165.476644              -112.484600
                         225.148000               675.444000                 2.000243             50691.621904               -38.633900
                         293.023000               879.069000                 2.097543             85862.478529                21.498100
                        -147.067000              -441.201000                      NaN             21628.702489                11.523000
                        -248.197000              -744.591000                      NaN             61601.750809               -32.821700
                         101.975000               305.925000                 1.707770             10398.900625               -61.907800
                         129.729000               389.187000                 1.796661             16829.613441                -5.689800
                         211.409000               634.227000                 1.976992             44693.765281                41.309000
                        -279.958000              -839.874000                      NaN             78376.481764                48.725900
                        -266.672000              -800.016000                      NaN             71113.955584                58.130000
                         441.109000              1323.327000                 2.248589            194577.149881                 1.939000
                        -184.968000              -554.904000                      NaN             34213.161024                23.535100
                        -152.783000              -458.349000                      NaN             23342.645089               -24.264000
                        -117.015000              -351.045000                      NaN             13692.510225               -24.835600
                        -106.484000              -319.452000                      NaN             11338.842256               -11.717400
                        -389.576000             -1168.728000                      NaN            151769.459776               -32.563300
                         354.670000              1064.010000                 2.168050            125790.808900               -84.493800
                          56.096000               168.288000                 1.487072              3146.761216               -70.167700
                        -453.292000             -1359.876000                      NaN            205473.637264               -36.562300
                         217.942000               653.826000                 1.988231             47498.715364               -55.224300
                        -447.949000             -1343.847000                      NaN            200658.306601               -77.541000
                         163.056000               489.168000                 1.881093             26587.259136              -103.839100
                         274.673000               824.019000                 2.073662             75445.256929               -72.255200
                        -324.121000              -972.363000                      NaN            105054.422641               -33.086400
                          55.830000               167.490000                 1.485316              3116.988900               -54.850100
                          71.053000               213.159000                 1.574353              5048.528809               -10.309500
                         218.543000               655.629000                 1.989248             47761.042849               -38.671200
                          95.625000               286.875000                 1.684029              9144.140625               -22.426500
                         230.794000               692.382000                 2.009389             53265.870436                32.465200
                        -144.216000              -432.648000                      NaN             20798.254656                33.750400
                         221.627000               664.881000                 1.994422             49118.527129                64.123700
                          26.031000                78.093000                 1.203555               677.612961                69.980800
                        -419.069000             -1257.207000                      NaN            175618.826761                45.116600
                          14.649000                43.947000                 0.991256               214.593201                35.621800
                         378.965000              1136.895000                 2.192516            143614.471225                31.503700
                        -167.265000              -501.795000                      NaN             27977.580225                62.294900
                        -383.376000             -1150.128000                      NaN            146977.157376                23.714100
                           8.694000                26.082000                 0.798594                75.585636               -24.186000
                        -455.857000             -1367.571000                      NaN            207805.604449               -46.396000
                        -163.334000              -490.002000                      NaN             26677.995556               -77.560100
                         242.022000               726.066000                 2.026930             58574.648484              -116.056200
                         485.252000              1455.756000                 2.283809            235469.503504               -94.457100
                         151.698000               455.094000                 1.854431             23012.283204                -4.025000
                        -410.761000             -1232.283000                      NaN            168724.599121                 9.679900
                        -131.763000              -395.289000                      NaN             17361.488169               -69.292700
                        -454.786000             -1364.358000                      NaN            206830.305796               -65.742500
                        -300.337000              -901.011000                      NaN             90202.313569               -72.883500
                        -277.093000              -831.279000                      NaN             76780.530649              -103.786600
                         101.309000               303.927000                 1.705351             10263.513481               -85.910200
                        -253.629000              -760.887000                      NaN             64327.669641               -59.445900
                         440.849000              1322.547000                 2.248371            194347.840801              -109.011000
                         153.361000               460.083000                 1.858457             23519.596321              -113.451300
                         409.427000              1228.281000                 2.221066            167630.468329              -113.285000
                         215.522000               646.566000                 1.984108             46449.732484               -31.266200
                         329.240000               987.720000                 2.140576            108398.977600                 3.462300
                         -34.743000              -104.229000                      NaN              1207.076049                81.864900
                        -213.425000              -640.275000                      NaN             45550.230625               108.424300
                          47.783000               143.349000                 1.427843              2283.215089               114.791100
                        -439.118000             -1317.354000                      NaN            192824.617924               109.438500
                        -482.632000             -1447.896000                      NaN            232933.647424                90.889600
                         403.567000              1210.701000                 2.215743            162866.323489                -1.458500
                         282.509000               847.527000                 2.084049             79811.335081                23.562100
                          43.399000               130.197000                 1.392307              1883.473201                10.870300
                         484.498000              1453.494000                 2.283234            234738.312004                -6.342000
                        -202.842000              -608.526000                      NaN             41144.876964                 9.183800
                         -77.636000              -232.908000                      NaN              6027.348496                -7.626100
                        -182.767000              -548.301000                      NaN             33403.776289                 5.952800
                         -86.218000              -258.654000                      NaN              7433.543524               -17.102200
                         431.058000              1293.174000                 2.240078            185810.999364                18.187800
                        -138.624000              -415.872000                      NaN             19216.613376               109.556800
                         250.449000               751.347000                 2.039569             62724.701601                55.337700
                         173.080000               519.240000                 1.903123             29956.686400                52.131700
                        -153.372000              -460.116000                      NaN             23522.970384                65.099800
                         -97.853000              -293.559000                      NaN              9575.209609                 1.312800
                         262.320000               786.960000                 2.056670             68811.782400                11.811700
                         214.865000               644.595000                 1.982980             46166.968225                45.807300
                         -52.640000              -157.920000                      NaN              2770.969600                85.570500
                         461.982000              1385.946000                 2.265662            213427.368324                88.928300
                         437.771000              1313.313000                 2.245784            191643.448441                92.020700
                        -451.330000             -1353.990000                      NaN            203698.768900               149.660200
                        -291.646000              -874.938000                      NaN             85057.389316                79.482300
                         378.620000              1135.860000                 2.192180            143353.104400                33.009700
                         202.030000               606.090000                 1.960236             40816.120900                86.208900
                        -382.219000             -1146.657000                      NaN            146091.363961               116.197200
                          94.142000               282.426000                 1.678257              8862.716164                51.743300
                          31.270000                93.810000                 1.271269               977.812900                39.671000
                          83.039000               249.117000                 1.631916              6895.475521                48.062000
                         380.717000              1142.151000                 2.194219            144945.434089                10.167700
                        -420.946000             -1262.838000                      NaN            177195.534916                 4.462300
                         143.921000               431.763000                 1.834997             20713.254241                 7.500700
                         398.085000              1194.255000                 2.210692            158471.667225                51.057400
                         482.621000              1447.863000                 2.281801            232923.029641                53.003900
                         -73.570000              -220.710000                      NaN              5412.544900                81.063000
                         -58.515000              -175.545000                      NaN              3424.005225               111.927900
                         467.119000              1401.357000                 2.269745            218200.160161                96.662200
                         223.588000               670.764000                 1.997675             49991.593744               140.247100
                         363.849000              1091.547000                 2.177485            132386.094801               154.302000
                        -215.648000              -646.944000                      NaN             46504.059904               152.615200
                        -362.629000             -1087.887000                      NaN            131499.791641               173.145000
                         294.907000               884.721000                 2.099909             86970.138649               122.490000
                         145.728000               437.184000                 1.839605             21236.649984               112.172200
                         387.819000              1163.457000                 2.201044            150403.576761                78.482900
                         -32.012000               -96.036000                      NaN              1024.768144               124.621800
                         492.356000              1477.068000                 2.289175            242414.430736               127.272100
                        -210.034000              -630.102000                      NaN             44114.281156               129.795800
                        -269.693000              -809.079000                      NaN             72734.314249                86.433600
                         207.221000               621.663000                 1.969604             42940.542841                23.079400
                         237.326000               711.978000                 2.019695             56323.630276                65.366300
                        -307.710000              -923.130000                      NaN             94685.444100               125.361800
                         144.992000               434.976000                 1.837735             21022.680064                65.100100
                         285.996000               857.988000                 2.088579             81793.712016                65.026500
                         -99.357000              -298.071000                      NaN              9871.813449                54.844200
                          23.613000                70.839000                 1.167555               557.573769                48.109700
                         -11.974000               -35.922000                      NaN               143.376676                 1.235400
                          18.425000                55.275000                 1.075943               339.480625                21.041400
                        -382.245000             -1146.735000                      NaN            146111.240025                49.853200
                        -480.704000             -1442.112000                      NaN            231076.335616                -9.093400
                        -398.537000             -1195.611000                      NaN            158831.740369               -80.896400
                         498.472000              1495.416000                 2.293734            248474.334784               -89.979100
                        -401.650000             -1204.950000                      NaN            161322.722500               -54.631100
                         245.384000               736.152000                 2.032024             60213.307456              -123.395700
                         396.558000              1189.674000                 2.209273            157258.247364               -88.921600
                        -419.029000             -1257.087000                      NaN            175585.302841               -51.627100
                        -328.186000              -984.558000                      NaN            107706.050596               -92.332600
                        -161.957000              -485.871000                      NaN             26230.069849              -126.993700
                        -451.910000             -1355.730000                      NaN            204222.648100              -104.964900
                         395.403000              1186.209000                 2.208196            156343.532409              -102.085500
                        -298.108000              -894.324000                      NaN             88868.379664               -22.691500
                        -167.559000              -502.677000                      NaN             28076.018481              -102.349500
                        -467.226000             -1401.678000                      NaN            218300.135076               -78.940400
                         496.799000              1490.397000                 2.292493            246809.246401              -150.201400
                         478.169000              1434.507000                 2.278379            228645.592561              -140.177300
                         420.593000              1261.779000                 2.231002            176898.471649               -50.457500
                         -35.214000              -105.642000                      NaN              1240.025796                24.420400
                         470.525000              1411.575000                 2.272428            221393.775625                37.094700
                        -289.441000              -868.323000                      NaN             83776.092481               129.338200
                         195.093000               585.279000                 1.947333             38061.278649                60.853800
                         177.746000               533.238000                 1.912947             31593.640516               110.173900
                         447.885000              1343.655000                 2.254218            200600.973225               144.704400
                         387.383000              1162.149000                 2.200629            150065.588689               236.215500
                        -177.262000              -531.786000                      NaN             31421.816644               225.273900
                         233.881000               701.643000                 2.014295             54700.322161               159.730800
                        -211.974000              -635.922000                      NaN             44932.976676               141.059600
                         346.351000              1039.053000                 2.159285            119959.015201               123.383600
                        -278.093000              -834.279000                      NaN             77335.716649               110.966200
                         306.451000               919.353000                 2.114089             93912.215401               112.101000
                         464.106000              1392.318000                 2.267356            215394.379236               123.236800
                        -258.797000              -776.391000                      NaN             66975.887209               151.872800
                         407.914000              1223.742000                 2.219699            166393.831396                81.204600
                         462.578000              1387.734000                 2.266138            213978.406084                83.257700
                        -160.447000              -481.341000                      NaN             25743.239809               147.241700
                         153.299000               459.897000                 1.858308             23500.583401               107.808900
                         359.136000              1077.408000                 2.172671            128978.666496               144.336200
                         -79.476000              -238.428000                      NaN              6316.434576               145.614700
                         325.113000               975.339000                 2.135918            105698.462769               165.476400
                        -302.821000              -908.463000                      NaN             91700.558041               167.342600
                         -31.387000               -94.161000                      NaN               985.143769                90.649900
                         220.516000               661.548000                 1.992567             48627.306256               113.390900
                        -100.930000              -302.790000                      NaN             10186.864900                94.651100
                         301.055000               903.165000                 2.107528             90634.113025                38.300300
                         253.290000               759.870000                 2.043734             64155.824100                84.450500
                        -104.131000              -312.393000                      NaN             10843.265161                94.449600
                         279.224000               837.672000                 2.079730             77966.042176                48.122900
                         173.883000               521.649000                 1.904833             30235.297689                83.992900
                         360.656000              1081.968000                 2.174230            130072.750336                68.869900
                         249.749000               749.247000                 2.038535             62374.563001               135.217600
                         384.441000              1153.323000                 2.197814            147794.882481               163.331200
                          55.749000               167.247000                 1.484780              3107.951001               179.723700
                         -72.505000              -217.515000                      NaN              5256.975025               195.391600
                         332.326000               996.978000                 2.144021            110440.570276               158.035600
                         -56.868000              -170.604000                      NaN              3233.969424               165.939200
                         250.233000               750.699000                 2.039250             62616.554289               170.665500
                          66.207000               198.621000                 1.548268              4383.366849               167.766400
                         231.158000               693.474000                 2.009971             53434.020964               156.998800
                          96.584000               289.752000                 1.687714              9328.469056               144.049000
                         288.113000               864.339000                 2.091303             83009.100769               128.732500
                          37.609000               112.827000                 1.339430              1414.436881               119.099700
                          60.690000               182.070000                 1.516138              3683.276100               117.285700
                        -470.684000             -1412.052000                      NaN            221543.427856               130.605200
                         -54.477000              -163.431000                      NaN              2967.743529                50.304200
                          23.268000                69.804000                 1.162120               541.399824                50.543300
                        -131.131000              -393.393000                      NaN             17195.339161                27.846800
                        -401.178000             -1203.534000                      NaN            160943.787684                 8.113000
                        -117.596000              -352.788000                      NaN             13828.819216               -55.120600
                         289.393000               868.179000                 2.092940             83748.308449               -76.538600
                         423.935000              1271.805000                 2.233925            179720.884225               -76.410600
                          79.583000               238.749000                 1.616218              6333.453889               -37.778000
                        -241.993000              -725.979000                      NaN             58560.612049               -35.888700
                         144.451000               433.353000                 1.836355             20866.091401               -13.019600
                         478.653000              1435.959000                 2.278752            229108.694409                 6.873200
                        -440.939000             -1322.817000                      NaN            194427.201721                52.411700
                        -102.259000              -306.777000                      NaN             10456.903081                21.430900
                        -125.477000              -376.431000                      NaN             15744.477529                51.322800
                         338.285000              1014.855000                 2.150584            114436.741225                50.534700
                        -428.377000             -1285.131000                      NaN            183506.854129                55.423900
                        -264.822000              -794.466000                      NaN             70130.691684               -29.807300
                          88.034000               264.102000                 1.653486              7749.985156               -64.247800
                         456.065000              1368.195000                 2.260902            207995.284225               -31.245100
                         290.927000               872.781000                 2.094892             84638.519329                -0.083700
                        -484.471000             -1453.413000                      NaN            234712.149841               -18.856300
                         288.391000               865.173000                 2.091659             83169.368881               -23.209500
                        -265.941000              -797.823000                      NaN             70724.615481                15.855500
                         265.763000               797.289000                 2.061485             70629.972169                 1.809100
                        -145.403000              -436.209000                      NaN             21142.032409                -5.443100
                         465.217000              1395.651000                 2.268239            216426.857089                22.854300
                        -137.653000              -412.959000                      NaN             18948.348409                95.858200
                        -357.290000             -1071.870000                      NaN            127656.144100                73.289500
                           2.827000                 8.481000                 0.383751                 7.991929                -8.046000
                         423.037000              1269.111000                 2.233142            178960.303369               -36.856000
                        -327.974000              -983.922000                      NaN            107566.944676                53.894800
                         448.350000              1345.050000                 2.254602            201017.722500                -7.741700
                         -53.695000              -161.085000                      NaN              2883.153025                63.687400
                          40.896000               122.688000                 1.370371              1672.482816                31.741600
                        -452.828000             -1358.484000                      NaN            205053.197584                50.371500
                         328.709000               986.127000                 2.139980            108049.606681               -41.433000
                        -169.711000              -509.133000                      NaN             28801.823521                 5.203200
                         471.107000              1413.321000                 2.272884            221941.805449                23.961100
                         -91.708000              -275.124000                      NaN              8410.357264                70.789100
                          88.296000               264.888000                 1.654583              7796.183616                19.314600
                         115.558000               346.674000                 1.753946             13353.651364                60.941600
                        -113.054000              -339.162000                      NaN             12781.206916                27.662400
                         147.357000               442.071000                 1.843710             21714.085449                21.726500
                        -486.701000             -1460.103000                      NaN            236877.863401                32.372600
                         261.468000               784.404000                 2.055469             68365.515024                28.985300
                         -14.357000               -43.071000                      NaN               206.123449                22.261200
                        -415.077000             -1245.231000                      NaN            172288.915929                37.796600
                         496.647000              1489.941000                 2.292380            246658.242609               -50.821800
                        -426.323000             -1278.969000                      NaN            181751.300329                 8.013700
                        -459.013000             -1377.039000                      NaN            210692.934169               -43.448200
                         287.574000               862.722000                 2.090611             82698.805476              -100.905300
                        -410.794000             -1232.382000                      NaN            168751.710436               -60.842500
                         329.378000               988.134000                 2.140731            108489.866884              -116.657600
                        -478.367000             -1435.101000                      NaN            228834.986689               -35.049700
                         354.969000              1064.907000                 2.168361            126002.990961              -109.033200
                        -316.025000              -948.075000                      NaN             99871.800625               -72.100600
                         486.850000              1460.550000                 2.285023            237022.922500               -62.195400
                        -282.684000              -848.052000                      NaN             79910.243856               -63.175100
                        -173.315000              -519.945000                      NaN             30038.089225               -48.811200
                         -10.323000               -30.969000                      NaN               106.564329               -20.241400
                        -359.648000             -1078.944000                      NaN            129346.683904               -50.031100
                          -1.289000                -3.867000                      NaN                 1.661521               -44.916500
                         -61.973000              -185.919000                      NaN              3840.652729               -77.983200
                          86.657000               259.971000                 1.647664              7509.435649               -36.343800
                        -460.393000             -1381.179000                      NaN            211961.714449               -63.175000
                         -14.801000               -44.403000                      NaN               219.069601               -77.611800
                         -84.633000              -253.899000                      NaN              7162.744689              -127.776900
                        -130.104000              -390.312000                      NaN             16927.050816              -107.971800
                         -43.694000              -131.082000                      NaN              1909.165636              -103.650700
                         323.659000               970.977000                 2.134263            104755.148281              -106.987800
                         458.192000              1374.576000                 2.262620            209939.908864               -38.657100
                        -428.135000             -1284.405000                      NaN            183299.578225                 7.291000
                        -289.396000              -868.188000                      NaN             83750.044816               -29.325200
                         105.549000               316.647000                 1.720491             11140.591401               -66.930500
                        -414.836000             -1244.508000                      NaN            172088.906896               -10.336300
                         472.073000              1416.219000                 2.273641            222852.917329               -50.339800
                        -408.808000             -1226.424000                      NaN            167123.980864                 5.330800
                        -329.913000              -989.739000                      NaN            108842.587569               -22.539600
                         468.719000              1406.157000                 2.271008            219697.500961               -51.161500
                        -335.131000             -1005.393000                      NaN            112312.787161               -36.655500
                        -288.926000              -866.778000                      NaN             83478.233476              -115.987800
                         256.293000               768.879000                 2.048087             65686.101849              -102.066900
                        -245.925000              -737.775000                      NaN             60479.105625               -47.498000
                        -459.549000             -1378.647000                      NaN            211185.283401               -82.645400
                         277.926000               833.778000                 2.078010             77242.861476               -87.116700
                        -390.956000             -1172.868000                      NaN            152846.593936              -106.531400
                        -275.574000              -826.722000                      NaN             75941.029476              -104.746200
                         264.776000               794.328000                 2.060111             70106.330176               -99.312300
                        -173.640000              -520.920000                      NaN             30150.849600              -119.706600
                          51.111000               153.333000                 1.452706              2612.334321              -103.557500
                        -245.547000              -736.641000                      NaN             60293.329209               -69.553800
                         -33.288000               -99.864000                      NaN              1108.090944              -119.737800
                        -450.178000             -1350.534000                      NaN            202660.231684               -98.474100
                         192.480000               577.440000                 1.942354             37048.550400               -97.537000
                        -446.630000             -1339.890000                      NaN            199478.356900              -106.081600
                        -410.571000             -1231.713000                      NaN            168568.546041              -111.649000
                        -322.321000              -966.963000                      NaN            103890.827041              -125.148700
                         -31.264000               -93.792000                      NaN               977.437696              -183.858400
                         -40.675000              -122.025000                      NaN              1654.455625              -169.620800
                         133.985000               401.955000                 1.808581             17951.980225              -178.799400
                        -207.605000              -622.815000                      NaN             43099.836025              -140.846200
                         -82.483000              -247.449000                      NaN              6803.445289              -158.277900
                         205.850000               617.550000                 1.967153             42374.222500              -121.508400
                           2.999000                 8.997000                 0.405561                 8.994001              -120.171400
                        -476.934000             -1430.802000                      NaN            227466.040356               -75.208500
                         291.014000               873.042000                 2.095002             84689.148196               -81.844800
                         -24.928000               -74.784000                      NaN               621.405184               -20.511300
                        -385.742000             -1157.226000                      NaN            148796.890564               -19.877700
                         461.100000              1383.300000                 2.264956            212613.210000               -54.384400
                         -56.208000              -168.624000                      NaN              3159.339264               -21.672900
                        -220.873000              -662.619000                      NaN             48784.882129                -6.533200
                        -327.826000              -983.478000                      NaN            107469.886276               -20.372200
                        -299.915000              -899.745000                      NaN             89949.007225               -73.739800
                          33.202000                99.606000                 1.293407              1102.372804              -104.031200
                        -287.375000              -862.125000                      NaN             82584.390625               -53.017600
                         478.011000              1434.033000                 2.278257            228494.516121              -110.856500
                         142.247000               426.741000                 1.830677             20234.209009               -60.562600
                         -62.949000              -188.847000                      NaN              3962.576601                -7.763700
                         242.787000               728.361000                 2.028096             58945.527369               -60.168600
                         468.607000              1405.821000                 2.270920            219592.520449               -30.269100
                         488.162000              1464.486000                 2.286016            238302.138244                38.678900
                         497.240000              1491.720000                 2.292820            247247.617600               120.277700
                         -64.681000              -194.043000                      NaN              4183.631761               199.993200
                        -462.017000             -1386.051000                      NaN            213459.708289               190.204900
                         189.720000               569.160000                 1.937021             35993.678400               172.740700
                         -11.312000               -33.936000                      NaN               127.961344               143.911600
                        -372.588000             -1117.764000                      NaN            138821.817744               128.555700
                         367.399000              1102.197000                 2.181071            134982.025201                97.591800
                         457.424000              1372.272000                 2.262000            209236.715776               110.053000
                          86.737000               260.211000                 1.648005              7523.307169               108.934700
                           1.384000                 4.152000                 0.120004                 1.915456                68.792200
                        -250.181000              -750.543000                      NaN             62590.532761                19.206600
                        -495.746000             -1487.238000                      NaN            245764.096516                 0.656600
                        -292.766000              -878.298000                      NaN             85711.930756                -2.716300
                         252.819000               758.457000                 2.043047             63917.446761               -50.964900
                        -472.680000             -1418.040000                      NaN            223426.382400               -24.551800
                         498.248000              1494.744000                 2.293568            248251.069504               -34.561000
                        -272.109000              -816.327000                      NaN             74043.307881               -21.476100
                        -358.422000             -1075.266000                      NaN            128466.330084               -94.429400
                         459.348000              1378.044000                 2.263550            211000.585104              -138.945300
                         171.682000               515.046000                 1.900129             29474.709124               -93.148900
                         -79.295000              -237.885000                      NaN              6287.697025               -50.962600
                        -368.478000             -1105.434000                      NaN            135776.036484                -9.317500
                         371.767000              1115.301000                 2.185435            138210.702289               -16.888700
                         453.907000              1361.721000                 2.259150            206031.564649                -4.993900
                        -155.852000              -467.556000                      NaN             24289.845904                87.664800
                         349.777000              1049.331000                 2.162920            122343.949729                22.254800
                          96.154000               288.462000                 1.686066              9245.591716                84.443400
                         281.199000               843.597000                 2.082333             79072.877601               129.901000
                          92.564000               277.692000                 1.672015              8568.094096               112.086100
                          64.761000               194.283000                 1.540113              4193.987121               104.174300
                         269.360000               808.080000                 2.066449             72554.809600               118.579900
                          89.804000               269.412000                 1.660837              8064.758416               182.363700
                        -499.921000             -1499.763000                      NaN            249921.006241               154.167400
                         307.343000               922.029000                 2.115162             94459.719649                58.784600
                        -220.476000              -661.428000                      NaN             48609.666576               105.104100
                         -11.232000               -33.696000                      NaN               126.157824                48.078800
                         434.755000              1304.265000                 2.243231            189011.910025                37.340200
                        -353.078000             -1059.234000                      NaN            124664.074084                52.695800
                         -53.808000              -161.424000                      NaN              2895.300864                 8.131600
                          21.492000                64.476000                 1.132801               461.906064                -3.725300
                         148.306000               444.918000                 1.846080             21994.669636               -28.512100
                         196.012000               588.036000                 1.949069             38420.704144               -22.661900
                          25.746000                77.238000                 1.199490               662.856516                46.931400
                         355.540000              1066.620000                 2.168955            126408.691600                18.771700
                         -51.170000              -153.510000                      NaN              2618.368900                76.373300
                          53.066000               159.198000                 1.466567              2816.000356                72.379500
                         353.788000              1061.364000                 2.167130            125165.948944                34.210600
                         176.721000               530.163000                 1.910811             31230.311841               104.897200
                         194.644000               583.932000                 1.946482             37886.286736               127.950100
                         313.136000               939.408000                 2.122057             98054.154496               145.265300
                        -151.596000              -454.788000                      NaN             22981.347216               161.748300
                        -384.651000             -1153.953000                      NaN            147956.391801               126.987500
                         444.658000              1333.974000                 2.251548            197720.736964                85.947800
                        -279.830000              -839.490000                      NaN             78304.828900                94.859600
                        -430.743000             -1292.229000                      NaN            185539.532049                71.993600
                        -211.194000              -633.582000                      NaN             44602.905636                23.612700
                        -430.052000             -1290.156000                      NaN            184944.722704               -32.885500
                         165.411000               496.233000                 1.886388             27360.798921               -93.562800
                        -429.996000             -1289.988000                      NaN            184896.560016               -96.486100
                         162.512000               487.536000                 1.879859             26410.150144              -170.799300
                        -269.829000              -809.487000                      NaN             72807.689241              -139.388500
                         339.364000              1018.092000                 2.151760            115167.924496              -127.906300
                        -247.684000              -743.052000                      NaN             61347.363856              -138.435700
                        -269.749000              -809.247000                      NaN             72764.523001              -135.221100
                         146.708000               440.124000                 1.842080             21523.237264              -119.121700
                          31.840000                95.520000                 1.277939              1013.785600               -83.331500
                         219.019000               657.057000                 1.990051             47969.322361               -37.142300
                          81.463000               244.389000                 1.624840              6636.220369               -31.781500
                         178.762000               536.286000                 1.915051             31955.852644                19.364400
